Vp,gesch,age,herk,bildg,min,item,itemid,rat,typ
81,m,39,NRW,Uni,73,20 mit dem Feuer spielen,NH19_20,1,meta
81,m,39,NRW,Uni,73,21 in Kontakt bleiben,NH19_21,4,woe
81,m,39,NRW,Uni,73,22 auf die schiefe Bahn geraten,NH19_22,1,meta
81,m,39,NRW,Uni,73,23 etwas zu seinem Vorteil nutzen,NH19_23,4,woe
81,m,39,NRW,Uni,73,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
81,m,39,NRW,Uni,73,26 jemandem Dampf machen,NH19_26,1,meta
81,m,39,NRW,Uni,73,27 seinen Titel verteidigen,NH19_27,4,woe
81,m,39,NRW,Uni,73,28 in Raten zahlen,NH19_28,4,woe
81,m,39,NRW,Uni,73,29 seine Berechtigung haben,NH19_29,4,woe
81,m,39,NRW,Uni,73,32 in Hörweite sein,NH19_32,4,woe
81,m,39,NRW,Uni,73,33 außer Betrieb sein,NH19_33,4,woe
81,m,39,NRW,Uni,73,01 keinerlei Mitgefühl haben,NH20_01,4,woe
81,m,39,NRW,Uni,73,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
81,m,39,NRW,Uni,73,03 jemanden um den Finger wickeln,NH20_03,1,meta
81,m,39,NRW,Uni,73,04 die Axt im Walde sein,NH20_04,1,meta
81,m,39,NRW,Uni,73,05 ein schlechtes Gewissen haben,NH20_05,4,woe
81,m,39,NRW,Uni,73,07 einen empfindlichen Magen haben,NH20_07,4,woe
81,m,39,NRW,Uni,73,08 auf eigene Faust handeln,NH20_08,4,meta
81,m,39,NRW,Uni,73,09 den Rahmen sprengen,NH20_09,1,meta
81,m,39,NRW,Uni,73,12 zur Seite gehen,NH20_12,4,woe
81,m,39,NRW,Uni,73,13 seine Meinung ändern,NH20_13,4,woe
81,m,39,NRW,Uni,73,14 gegen den Strom schwimmen,NH20_14,1,meta
81,m,39,NRW,Uni,73,16 jemandem die Laune verderben,NH20_16,4,woe
81,m,39,NRW,Uni,73,17 jemanden in Gefahr bringen,NH20_17,4,woe
81,m,39,NRW,Uni,73,18 sich schütteln vor Lachen,NH20_18,3,woe
81,m,39,NRW,Uni,73,19 etwas auf Vorrat kaufen,NH20_19,4,woe
81,m,39,NRW,Uni,73,20 sich die Kugel geben,NH20_20,1,meta
81,m,39,NRW,Uni,73,21 ein zweischneidiges Schwert sein,NH20_21,1,meta
81,m,39,NRW,Uni,73,22 jemandes gutes Recht sein,NH20_22,4,woe
81,m,39,NRW,Uni,73,23 etwas zum Selbstzweck betreiben,NH20_23,4,woe
81,m,39,NRW,Uni,73,24 etwas im Halbschlaf hören,NH20_24,4,woe
81,m,39,NRW,Uni,73,25 ein Griff ins Klo sein,NH20_25,1,meta
81,m,39,NRW,Uni,73,27 Fahrerflucht begehen,NH20_27,4,woe
81,m,39,NRW,Uni,73,28 auf dumme Gedanken kommen,NH20_28,1,woe
81,m,39,NRW,Uni,73,29 Luftschlösser bauen,NH20_29,1,meta
81,m,39,NRW,Uni,73,31 Schritttempo fahren,NH20_31,4,woe
83,w,65,NRW,Abi,108,01 ein Fels in der Brandung sein,NH14_01,1,meta
83,w,65,NRW,Abi,108,03 jemandem den Marsch blasen,NH14_03,1,meta
83,w,65,NRW,Abi,108,04 jemanden in der Luft zerreißen,NH14_04,4,meta
83,w,65,NRW,Abi,108,05 keinen Spaß verstehen,NH14_05,3,woe
83,w,65,NRW,Abi,108,06 etwas aus dem Ärmel schütteln,NH14_06,1,meta
83,w,65,NRW,Abi,108,08 etwas an die Öffentlichkeit bringen,NH14_08,4,woe
83,w,65,NRW,Abi,108,09 auf jemanden ist kein Verlass,NH14_09,4,woe
83,w,65,NRW,Abi,108,10 einen grünen Daumen haben,NH14_10,1,meta
83,w,65,NRW,Abi,108,11 jemandem die Vorfahrt nehmen,NH14_11,4,woe
83,w,65,NRW,Abi,108,12 sich nicht von der Stelle rühren,NH14_12,3,woe
83,w,65,NRW,Abi,108,13 einen Rausch haben,NH14_13,4,woe
83,w,65,NRW,Abi,108,15 jemandem Gesellschaft leisten,NH14_15,4,woe
83,w,65,NRW,Abi,108,16 jemanden übers Ohr hauen,NH14_16,1,meta
83,w,65,NRW,Abi,108,17 auf der Durchreise sein,NH14_17,4,woe
83,w,65,NRW,Abi,108,18 keine Chance haben,NH14_18,4,woe
83,w,65,NRW,Abi,108,19 Folgerungen ziehen,NH14_19,1,woe
83,w,65,NRW,Abi,108,20 ein ungeschriebenes Gesetz sein,NH14_20,2,woe
83,w,65,NRW,Abi,108,21 bei jemandem fällt der Groschen,NH14_21,1,meta
83,w,65,NRW,Abi,108,22 in Führung gehen (beim Sport),NH14_22,4,woe
83,w,65,NRW,Abi,108,23 jemandem Unrecht tun,NH14_23,4,woe
83,w,65,NRW,Abi,108,24 zur Debatte stehen,NH14_24,4,woe
83,w,65,NRW,Abi,108,25 etwas aus Prinzip tun,NH14_25,4,woe
83,w,65,NRW,Abi,108,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
83,w,65,NRW,Abi,108,27 unter Druck geraten,NH14_27,4,meta
83,w,65,NRW,Abi,108,28 nicht im Hause sein,NH14_28,4,woe
83,w,65,NRW,Abi,108,29 die Pferde scheu machen,NH14_29,1,meta
83,w,65,NRW,Abi,108,30 etwas in aller Deutlichkeit sagen,NH14_30,4,woe
83,w,65,NRW,Abi,108,31 jemandem die Laune verderben,NH14_31,4,woe
83,w,65,NRW,Abi,108,32 einen Eid schwören,NH14_32,4,woe
83,w,65,NRW,Abi,108,35 die Flinte ins Korn werfen,NH14_35,1,meta
83,w,65,NRW,Abi,108,01 vor Gericht stehen (ein Angeklagter),NH19_01,4,woe
83,w,65,NRW,Abi,108,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,4,woe
83,w,65,NRW,Abi,108,03 im Team arbeiten,NH19_03,4,woe
83,w,65,NRW,Abi,108,04 an Bord gehen,NH19_04,4,woe
83,w,65,NRW,Abi,108,05 in der Tinte sitzen,NH19_05,1,meta
83,w,65,NRW,Abi,108,06 jemanden zur Sau machen,NH19_06,1,meta
83,w,65,NRW,Abi,108,07 jemandem platzt der Kopf,NH19_07,2,meta
83,w,65,NRW,Abi,108,08 etwas ist in jemandes Interesse,NH19_08,4,woe
83,w,65,NRW,Abi,108,09 etwas in Stücke schlagen,NH19_09,1,woe
83,w,65,NRW,Abi,108,10 Langeweile haben,NH19_10,4,woe
83,w,65,NRW,Abi,108,11 die Kirche im Dorf lassen,NH19_11,1,meta
83,w,65,NRW,Abi,108,12 sein eigenes Leben haben,NH19_12,3,woe
83,w,65,NRW,Abi,108,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,4,woe
83,w,65,NRW,Abi,108,14 in Erfüllung gehen,NH19_14,4,woe
83,w,65,NRW,Abi,108,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
83,w,65,NRW,Abi,108,17 das Thema wechseln,NH19_17,4,woe
83,w,65,NRW,Abi,108,18 etwas ist nicht jemandes Sache,NH19_18,3,woe
83,w,65,NRW,Abi,108,19 jemanden im Vorbeigehen grüßen,NH19_19,4,woe
83,w,65,NRW,Abi,108,20 mit dem Feuer spielen,NH19_20,1,meta
83,w,65,NRW,Abi,108,21 in Kontakt bleiben,NH19_21,4,woe
83,w,65,NRW,Abi,108,22 auf die schiefe Bahn geraten,NH19_22,1,meta
83,w,65,NRW,Abi,108,23 etwas zu seinem Vorteil nutzen,NH19_23,4,woe
83,w,65,NRW,Abi,108,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
83,w,65,NRW,Abi,108,26 jemandem Dampf machen,NH19_26,1,meta
83,w,65,NRW,Abi,108,27 seinen Titel verteidigen,NH19_27,4,woe
83,w,65,NRW,Abi,108,28 in Raten zahlen,NH19_28,4,woe
83,w,65,NRW,Abi,108,29 seine Berechtigung haben,NH19_29,4,woe
83,w,65,NRW,Abi,108,32 in Hörweite sein,NH19_32,4,woe
83,w,65,NRW,Abi,108,33 außer Betrieb sein,NH19_33,4,woe
83,w,65,NRW,Abi,108,01 keinerlei Mitgefühl haben,NH20_01,4,woe
83,w,65,NRW,Abi,108,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
83,w,65,NRW,Abi,108,03 jemanden um den Finger wickeln,NH20_03,1,meta
83,w,65,NRW,Abi,108,04 die Axt im Walde sein,NH20_04,1,meta
83,w,65,NRW,Abi,108,05 ein schlechtes Gewissen haben,NH20_05,4,woe
83,w,65,NRW,Abi,108,07 einen empfindlichen Magen haben,NH20_07,4,woe
83,w,65,NRW,Abi,108,08 auf eigene Faust handeln,NH20_08,1,meta
83,w,65,NRW,Abi,108,09 den Rahmen sprengen,NH20_09,1,meta
83,w,65,NRW,Abi,108,12 zur Seite gehen,NH20_12,4,woe
83,w,65,NRW,Abi,108,13 seine Meinung ändern,NH20_13,4,woe
83,w,65,NRW,Abi,108,14 gegen den Strom schwimmen,NH20_14,1,meta
83,w,65,NRW,Abi,108,16 jemandem die Laune verderben,NH20_16,4,woe
83,w,65,NRW,Abi,108,17 jemanden in Gefahr bringen,NH20_17,4,woe
83,w,65,NRW,Abi,108,18 sich schütteln vor Lachen,NH20_18,3,woe
83,w,65,NRW,Abi,108,19 etwas auf Vorrat kaufen,NH20_19,4,woe
83,w,65,NRW,Abi,108,20 sich die Kugel geben,NH20_20,1,meta
83,w,65,NRW,Abi,108,21 ein zweischneidiges Schwert sein,NH20_21,1,meta
83,w,65,NRW,Abi,108,22 jemandes gutes Recht sein,NH20_22,4,woe
83,w,65,NRW,Abi,108,23 etwas zum Selbstzweck betreiben,NH20_23,4,woe
83,w,65,NRW,Abi,108,24 etwas im Halbschlaf hören,NH20_24,4,woe
83,w,65,NRW,Abi,108,25 ein Griff ins Klo sein,NH20_25,1,meta
83,w,65,NRW,Abi,108,27 Fahrerflucht begehen,NH20_27,4,woe
83,w,65,NRW,Abi,108,28 auf dumme Gedanken kommen,NH20_28,4,woe
83,w,65,NRW,Abi,108,29 Luftschlösser bauen,NH20_29,2,meta
83,w,65,NRW,Abi,108,31 Schritttempo fahren,NH20_31,4,woe
84,m,18,NRW,Abi,43,01 ein Fels in der Brandung sein,NH14_01,1,meta
84,m,18,NRW,Abi,43,03 jemandem den Marsch blasen,NH14_03,2,meta
84,m,18,NRW,Abi,43,04 jemanden in der Luft zerreißen,NH14_04,2,meta
84,m,18,NRW,Abi,43,05 keinen Spaß verstehen,NH14_05,4,woe
84,m,18,NRW,Abi,43,06 etwas aus dem Ärmel schütteln,NH14_06,2,meta
84,m,18,NRW,Abi,43,08 etwas an die Öffentlichkeit bringen,NH14_08,2,woe
84,m,18,NRW,Abi,43,09 auf jemanden ist kein Verlass,NH14_09,3,woe
84,m,18,NRW,Abi,43,10 einen grünen Daumen haben,NH14_10,1,meta
84,m,18,NRW,Abi,43,11 jemandem die Vorfahrt nehmen,NH14_11,3,woe
84,m,18,NRW,Abi,43,12 sich nicht von der Stelle rühren,NH14_12,3,woe
84,m,18,NRW,Abi,43,13 einen Rausch haben,NH14_13,3,woe
84,m,18,NRW,Abi,43,15 jemandem Gesellschaft leisten,NH14_15,2,woe
84,m,18,NRW,Abi,43,16 jemanden übers Ohr hauen,NH14_16,2,meta
84,m,18,NRW,Abi,43,17 auf der Durchreise sein,NH14_17,2,woe
84,m,18,NRW,Abi,43,18 keine Chance haben,NH14_18,4,woe
84,m,18,NRW,Abi,43,19 Folgerungen ziehen,NH14_19,3,woe
84,m,18,NRW,Abi,43,20 ein ungeschriebenes Gesetz sein,NH14_20,2,woe
84,m,18,NRW,Abi,43,21 bei jemandem fällt der Groschen,NH14_21,2,meta
84,m,18,NRW,Abi,43,22 in Führung gehen (beim Sport),NH14_22,1,woe
84,m,18,NRW,Abi,43,23 jemandem Unrecht tun,NH14_23,3,woe
84,m,18,NRW,Abi,43,24 zur Debatte stehen,NH14_24,2,woe
84,m,18,NRW,Abi,43,25 etwas aus Prinzip tun,NH14_25,2,woe
84,m,18,NRW,Abi,43,26 das fünfte Rad am Wagen sein,NH14_26,2,meta
84,m,18,NRW,Abi,43,27 unter Druck geraten,NH14_27,3,meta
84,m,18,NRW,Abi,43,28 nicht im Hause sein,NH14_28,2,woe
84,m,18,NRW,Abi,43,29 die Pferde scheu machen,NH14_29,3,meta
84,m,18,NRW,Abi,43,30 etwas in aller Deutlichkeit sagen,NH14_30,3,woe
84,m,18,NRW,Abi,43,31 jemandem die Laune verderben,NH14_31,2,woe
84,m,18,NRW,Abi,43,32 einen Eid schwören,NH14_32,3,woe
84,m,18,NRW,Abi,43,35 die Flinte ins Korn werfen,NH14_35,3,meta
84,m,18,NRW,Abi,43,01 vor Gericht stehen (ein Angeklagter),NH19_01,3,woe
84,m,18,NRW,Abi,43,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,2,woe
84,m,18,NRW,Abi,43,03 im Team arbeiten,NH19_03,3,woe
84,m,18,NRW,Abi,43,04 an Bord gehen,NH19_04,4,woe
84,m,18,NRW,Abi,43,05 in der Tinte sitzen,NH19_05,3,meta
84,m,18,NRW,Abi,43,06 jemanden zur Sau machen,NH19_06,1,meta
84,m,18,NRW,Abi,43,07 jemandem platzt der Kopf,NH19_07,4,meta
84,m,18,NRW,Abi,43,08 etwas ist in jemandes Interesse,NH19_08,4,woe
84,m,18,NRW,Abi,43,09 etwas in Stücke schlagen,NH19_09,1,woe
84,m,18,NRW,Abi,43,10 Langeweile haben,NH19_10,3,woe
84,m,18,NRW,Abi,43,11 die Kirche im Dorf lassen,NH19_11,2,meta
84,m,18,NRW,Abi,43,12 sein eigenes Leben haben,NH19_12,2,woe
84,m,18,NRW,Abi,43,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,1,woe
84,m,18,NRW,Abi,43,14 in Erfüllung gehen,NH19_14,4,woe
84,m,18,NRW,Abi,43,16 jemanden an der kurzen Leine halten,NH19_16,4,meta
84,m,18,NRW,Abi,43,17 das Thema wechseln,NH19_17,4,woe
84,m,18,NRW,Abi,43,18 etwas ist nicht jemandes Sache,NH19_18,4,woe
84,m,18,NRW,Abi,43,19 jemanden im Vorbeigehen grüßen,NH19_19,2,woe
84,m,18,NRW,Abi,43,20 mit dem Feuer spielen,NH19_20,2,meta
84,m,18,NRW,Abi,43,21 in Kontakt bleiben,NH19_21,3,woe
84,m,18,NRW,Abi,43,22 auf die schiefe Bahn geraten,NH19_22,1,meta
84,m,18,NRW,Abi,43,23 etwas zu seinem Vorteil nutzen,NH19_23,2,woe
84,m,18,NRW,Abi,43,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,2,woe
84,m,18,NRW,Abi,43,26 jemandem Dampf machen,NH19_26,4,meta
84,m,18,NRW,Abi,43,27 seinen Titel verteidigen,NH19_27,1,woe
84,m,18,NRW,Abi,43,28 in Raten zahlen,NH19_28,2,woe
84,m,18,NRW,Abi,43,29 seine Berechtigung haben,NH19_29,4,woe
84,m,18,NRW,Abi,43,32 in Hörweite sein,NH19_32,2,woe
84,m,18,NRW,Abi,43,33 außer Betrieb sein,NH19_33,3,woe
84,m,18,NRW,Abi,43,01 keinerlei Mitgefühl haben,NH20_01,1,woe
84,m,18,NRW,Abi,43,02 zwischen allen Stühlen sitzen,NH20_02,1,meta
84,m,18,NRW,Abi,43,03 jemanden um den Finger wickeln,NH20_03,2,meta
84,m,18,NRW,Abi,43,04 die Axt im Walde sein,NH20_04,2,meta
84,m,18,NRW,Abi,43,05 ein schlechtes Gewissen haben,NH20_05,1,woe
84,m,18,NRW,Abi,43,07 einen empfindlichen Magen haben,NH20_07,4,woe
84,m,18,NRW,Abi,43,08 auf eigene Faust handeln,NH20_08,3,meta
84,m,18,NRW,Abi,43,09 den Rahmen sprengen,NH20_09,2,meta
84,m,18,NRW,Abi,43,12 zur Seite gehen,NH20_12,2,woe
84,m,18,NRW,Abi,43,13 seine Meinung ändern,NH20_13,3,woe
84,m,18,NRW,Abi,43,14 gegen den Strom schwimmen,NH20_14,2,meta
84,m,18,NRW,Abi,43,16 jemandem die Laune verderben,NH20_16,3,woe
84,m,18,NRW,Abi,43,17 jemanden in Gefahr bringen,NH20_17,4,woe
84,m,18,NRW,Abi,43,18 sich schütteln vor Lachen,NH20_18,2,woe
84,m,18,NRW,Abi,43,19 etwas auf Vorrat kaufen,NH20_19,4,woe
84,m,18,NRW,Abi,43,20 sich die Kugel geben,NH20_20,3,meta
84,m,18,NRW,Abi,43,21 ein zweischneidiges Schwert sein,NH20_21,2,meta
84,m,18,NRW,Abi,43,22 jemandes gutes Recht sein,NH20_22,3,woe
84,m,18,NRW,Abi,43,23 etwas zum Selbstzweck betreiben,NH20_23,2,woe
84,m,18,NRW,Abi,43,24 etwas im Halbschlaf hören,NH20_24,2,woe
84,m,18,NRW,Abi,43,25 ein Griff ins Klo sein,NH20_25,2,meta
84,m,18,NRW,Abi,43,27 Fahrerflucht begehen,NH20_27,3,woe
84,m,18,NRW,Abi,43,28 auf dumme Gedanken kommen,NH20_28,3,woe
84,m,18,NRW,Abi,43,29 Luftschlösser bauen,NH20_29,1,meta
84,m,18,NRW,Abi,43,31 Schritttempo fahren,NH20_31,3,woe
93,m,25,NRW,Uni,6,01 ein Fels in der Brandung sein,NH14_01,1,meta
93,m,25,NRW,Uni,6,03 jemandem den Marsch blasen,NH14_03,2,meta
93,m,25,NRW,Uni,6,04 jemanden in der Luft zerreißen,NH14_04,1,meta
93,m,25,NRW,Uni,6,05 keinen Spaß verstehen,NH14_05,4,woe
93,m,25,NRW,Uni,6,06 etwas aus dem Ärmel schütteln,NH14_06,2,meta
93,m,25,NRW,Uni,6,08 etwas an die Öffentlichkeit bringen,NH14_08,4,woe
93,m,25,NRW,Uni,6,09 auf jemanden ist kein Verlass,NH14_09,3,woe
93,m,25,NRW,Uni,6,10 einen grünen Daumen haben,NH14_10,1,meta
93,m,25,NRW,Uni,6,11 jemandem die Vorfahrt nehmen,NH14_11,4,woe
93,m,25,NRW,Uni,6,12 sich nicht von der Stelle rühren,NH14_12,4,woe
93,m,25,NRW,Uni,6,13 einen Rausch haben,NH14_13,2,woe
93,m,25,NRW,Uni,6,15 jemandem Gesellschaft leisten,NH14_15,4,woe
93,m,25,NRW,Uni,6,16 jemanden übers Ohr hauen,NH14_16,1,meta
93,m,25,NRW,Uni,6,17 auf der Durchreise sein,NH14_17,4,woe
93,m,25,NRW,Uni,6,18 keine Chance haben,NH14_18,3,woe
93,m,25,NRW,Uni,6,19 Folgerungen ziehen,NH14_19,3,woe
93,m,25,NRW,Uni,6,20 ein ungeschriebenes Gesetz sein,NH14_20,3,woe
93,m,25,NRW,Uni,6,21 bei jemandem fällt der Groschen,NH14_21,1,meta
93,m,25,NRW,Uni,6,22 in Führung gehen (beim Sport),NH14_22,4,woe
93,m,25,NRW,Uni,6,23 jemandem Unrecht tun,NH14_23,3,woe
93,m,25,NRW,Uni,6,24 zur Debatte stehen,NH14_24,2,woe
93,m,25,NRW,Uni,6,25 etwas aus Prinzip tun,NH14_25,3,woe
93,m,25,NRW,Uni,6,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
93,m,25,NRW,Uni,6,27 unter Druck geraten,NH14_27,1,meta
93,m,25,NRW,Uni,6,28 nicht im Hause sein,NH14_28,4,woe
93,m,25,NRW,Uni,6,29 die Pferde scheu machen,NH14_29,1,meta
93,m,25,NRW,Uni,6,30 etwas in aller Deutlichkeit sagen,NH14_30,4,woe
93,m,25,NRW,Uni,6,31 jemandem die Laune verderben,NH14_31,3,woe
93,m,25,NRW,Uni,6,32 einen Eid schwören,NH14_32,3,woe
93,m,25,NRW,Uni,6,35 die Flinte ins Korn werfen,NH14_35,1,meta
93,m,25,NRW,Uni,6,01 vor Gericht stehen (ein Angeklagter),NH19_01,3,woe
93,m,25,NRW,Uni,6,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,4,woe
93,m,25,NRW,Uni,6,03 im Team arbeiten,NH19_03,4,woe
93,m,25,NRW,Uni,6,04 an Bord gehen,NH19_04,4,woe
93,m,25,NRW,Uni,6,05 in der Tinte sitzen,NH19_05,1,meta
93,m,25,NRW,Uni,6,06 jemanden zur Sau machen,NH19_06,1,meta
93,m,25,NRW,Uni,6,07 jemandem platzt der Kopf,NH19_07,1,meta
93,m,25,NRW,Uni,6,08 etwas ist in jemandes Interesse,NH19_08,4,woe
93,m,25,NRW,Uni,6,09 etwas in Stücke schlagen,NH19_09,3,woe
93,m,25,NRW,Uni,6,10 Langeweile haben,NH19_10,4,woe
93,m,25,NRW,Uni,6,11 die Kirche im Dorf lassen,NH19_11,2,meta
93,m,25,NRW,Uni,6,12 sein eigenes Leben haben,NH19_12,4,woe
93,m,25,NRW,Uni,6,13 gute Dienste leisten (zB: Das Handy leistet ihr gute Dienste.),NH19_13,4,woe
93,m,25,NRW,Uni,6,14 in Erfüllung gehen,NH19_14,4,woe
93,m,25,NRW,Uni,6,16 jemanden an der kurzen Leine halten,NH19_16,1,meta
93,m,25,NRW,Uni,6,17 das Thema wechseln,NH19_17,4,woe
93,m,25,NRW,Uni,6,18 etwas ist nicht jemandes Sache,NH19_18,2,woe
93,m,25,NRW,Uni,6,19 jemanden im Vorbeigehen grüßen,NH19_19,4,woe
93,m,25,NRW,Uni,6,20 mit dem Feuer spielen,NH19_20,2,meta
93,m,25,NRW,Uni,6,21 in Kontakt bleiben,NH19_21,4,woe
93,m,25,NRW,Uni,6,22 auf die schiefe Bahn geraten,NH19_22,1,meta
93,m,25,NRW,Uni,6,23 etwas zu seinem Vorteil nutzen,NH19_23,4,woe
93,m,25,NRW,Uni,6,"25 etwas am Stück kaufen (Stoff, Wurst, Brot...)",NH19_25,4,woe
93,m,25,NRW,Uni,6,26 jemandem Dampf machen,NH19_26,1,meta
93,m,25,NRW,Uni,6,27 seinen Titel verteidigen,NH19_27,4,woe
93,m,25,NRW,Uni,6,28 in Raten zahlen,NH19_28,4,woe
93,m,25,NRW,Uni,6,29 seine Berechtigung haben,NH19_29,4,woe
93,m,25,NRW,Uni,6,32 in Hörweite sein,NH19_32,4,woe
93,m,25,NRW,Uni,6,33 außer Betrieb sein,NH19_33,4,woe
93,m,25,NRW,Uni,6,01 keinerlei Mitgefühl haben,NH20_01,4,woe
93,m,25,NRW,Uni,6,02 zwischen allen Stühlen sitzen,NH20_02,2,meta
93,m,25,NRW,Uni,6,03 jemanden um den Finger wickeln,NH20_03,1,meta
93,m,25,NRW,Uni,6,04 die Axt im Walde sein,NH20_04,1,meta
93,m,25,NRW,Uni,6,05 ein schlechtes Gewissen haben,NH20_05,4,woe
93,m,25,NRW,Uni,6,07 einen empfindlichen Magen haben,NH20_07,4,woe
93,m,25,NRW,Uni,6,08 auf eigene Faust handeln,NH20_08,2,meta
93,m,25,NRW,Uni,6,09 den Rahmen sprengen,NH20_09,2,meta
93,m,25,NRW,Uni,6,12 zur Seite gehen,NH20_12,4,woe
93,m,25,NRW,Uni,6,13 seine Meinung ändern,NH20_13,4,woe
93,m,25,NRW,Uni,6,14 gegen den Strom schwimmen,NH20_14,2,meta
93,m,25,NRW,Uni,6,16 jemandem die Laune verderben,NH20_16,4,woe
93,m,25,NRW,Uni,6,17 jemanden in Gefahr bringen,NH20_17,4,woe
93,m,25,NRW,Uni,6,18 sich schütteln vor Lachen,NH20_18,4,woe
93,m,25,NRW,Uni,6,19 etwas auf Vorrat kaufen,NH20_19,4,woe
93,m,25,NRW,Uni,6,20 sich die Kugel geben,NH20_20,1,meta
93,m,25,NRW,Uni,6,21 ein zweischneidiges Schwert sein,NH20_21,2,meta
93,m,25,NRW,Uni,6,22 jemandes gutes Recht sein,NH20_22,3,woe
93,m,25,NRW,Uni,6,23 etwas zum Selbstzweck betreiben,NH20_23,3,woe
93,m,25,NRW,Uni,6,24 etwas im Halbschlaf hören,NH20_24,4,woe
93,m,25,NRW,Uni,6,25 ein Griff ins Klo sein,NH20_25,1,meta
93,m,25,NRW,Uni,6,27 Fahrerflucht begehen,NH20_27,4,woe
93,m,25,NRW,Uni,6,28 auf dumme Gedanken kommen,NH20_28,3,woe
93,m,25,NRW,Uni,6,29 Luftschlösser bauen,NH20_29,1,meta
93,m,25,NRW,Uni,6,31 Schritttempo fahren,NH20_31,4,woe
94,m,43,Rheinl-Pf,Uni,115,01 ein Fels in der Brandung sein,NH14_01,1,meta
94,m,43,Rheinl-Pf,Uni,115,03 jemandem den Marsch blasen,NH14_03,1,meta
94,m,43,Rheinl-Pf,Uni,115,04 jemanden in der Luft zerreißen,NH14_04,1,meta
94,m,43,Rheinl-Pf,Uni,115,05 keinen Spaß verstehen,NH14_05,2,woe
94,m,43,Rheinl-Pf,Uni,115,06 etwas aus dem Ärmel schütteln,NH14_06,1,meta
94,m,43,Rheinl-Pf,Uni,115,08 etwas an die Öffentlichkeit bringen,NH14_08,3,woe
94,m,43,Rheinl-Pf,Uni,115,09 auf jemanden ist kein Verlass,NH14_09,4,woe
94,m,43,Rheinl-Pf,Uni,115,10 einen grünen Daumen haben,NH14_10,1,meta
94,m,43,Rheinl-Pf,Uni,115,11 jemandem die Vorfahrt nehmen,NH14_11,4,woe
94,m,43,Rheinl-Pf,Uni,115,12 sich nicht von der Stelle rühren,NH14_12,3,woe
94,m,43,Rheinl-Pf,Uni,115,13 einen Rausch haben,NH14_13,1,woe
94,m,43,Rheinl-Pf,Uni,115,15 jemandem Gesellschaft leisten,NH14_15,4,woe
94,m,43,Rheinl-Pf,Uni,115,16 jemanden übers Ohr hauen,NH14_16,1,meta
94,m,43,Rheinl-Pf,Uni,115,17 auf der Durchreise sein,NH14_17,2,woe
94,m,43,Rheinl-Pf,Uni,115,18 keine Chance haben,NH14_18,3,woe
94,m,43,Rheinl-Pf,Uni,115,19 Folgerungen ziehen,NH14_19,4,woe
94,m,43,Rheinl-Pf,Uni,115,20 ein ungeschriebenes Gesetz sein,NH14_20,1,woe
94,m,43,Rheinl-Pf,Uni,115,21 bei jemandem fällt der Groschen,NH14_21,1,meta
94,m,43,Rheinl-Pf,Uni,115,22 in Führung gehen (beim Sport),NH14_22,3,woe
94,m,43,Rheinl-Pf,Uni,115,23 jemandem Unrecht tun,NH14_23,3,woe
94,m,43,Rheinl-Pf,Uni,115,24 zur Debatte stehen,NH14_24,4,woe
94,m,43,Rheinl-Pf,Uni,115,25 etwas aus Prinzip tun,NH14_25,3,woe
94,m,43,Rheinl-Pf,Uni,115,26 das fünfte Rad am Wagen sein,NH14_26,1,meta
94,m,43,Rheinl-Pf,Uni,115,27 unter Druck geraten,NH14_27,3,meta
94,m,43,Rheinl-Pf,Uni,115,28 nicht im Hause sein,NH14_28,4,woe
94,m,43,Rheinl-Pf,Uni,115,29 die Pferde scheu machen,NH14_29,1,meta
94,m,43,Rheinl-Pf,Uni,115,30 etwas in aller Deutlichkeit sagen,NH14_30,4,woe
94,m,43,Rheinl-Pf,Uni,115,31 jemandem die Laune verderben,NH14_31,4,woe
94,m,43,Rheinl-Pf,Uni,115,32 einen Eid schwören,NH14_32,3,woe
94,m,43,Rheinl-Pf,Uni,115,35 die Flinte ins Korn werfen,NH14_35,1,meta
94,m,43,Rheinl-Pf,Uni,115,01 vor Gericht stehen (ein Angeklagter),NH19_01,4,woe
94,m,43,Rheinl-Pf,Uni,115,02 zum Einsatz kommen (zB: Der Schlauch kam zum Einsatz.),NH19_02,4,woe
94,m,43,Rheinl-Pf,Uni,115,03 im Team arbeiten,NH19_03,4,woe
94,m,43,Rheinl-Pf,Uni,115,04 an Bord gehen,NH19_04,2,woe
94,m,43,Rheinl-Pf,Uni,115,05 in der Tinte sitzen,NH19_05,1,meta
